id,type,label,level,family,mention_count,title,career_dir,career_kind,chain,segment
job:O00196,job,上海 电子测试工程师,中级,,,上海 电子测试工程师,软件硬件与系统架构,硬件开发,上游-核心零部件（激光雷达）,
job:O03374,job,绩效主管/管理师,高级,,,绩效主管/管理师,部署运维与技术支持,部署与运维,下游,
job:O01344,job,HRBP,中级,,,HRBP,感知决策与控制算法,算法工程,中游-整机制造+上游-核心零部件(关节模组/灵巧手/驱动器)+中游-AI大模型,
job:O00772,job,高级产品经理（人形机器人）,高级,,,高级产品经理（人形机器人）,仿真测试与数据工程,测试与验证,,
job:O01317,job,科教行业大客户经理——机器人行业,高级,,,科教行业大客户经理——机器人行业,感知决策与控制算法,算法工程,中游-整机制造+上游-核心零部件(关节模组/灵巧手/驱动器)+中游-AI大模型,
job:O01316,job,科教行业大客户经理——机器人行业,高级,,,科教行业大客户经理——机器人行业,感知决策与控制算法,算法工程,中游-整机制造+上游-核心零部件(关节模组/灵巧手/驱动器)+中游-AI大模型,
job:O01320,job,科教行业大客户经理——机器人行业,高级,,,科教行业大客户经理——机器人行业,感知决策与控制算法,算法工程,中游-整机制造+上游-核心零部件(关节模组/灵巧手/驱动器)+中游-AI大模型,
job:O01339,job,科教行业大客户经理——机器人行业,高级,,,科教行业大客户经理——机器人行业,感知决策与控制算法,算法工程,中游-整机制造+上游-核心零部件(关节模组/灵巧手/驱动器)+中游-AI大模型,
job:O00090,job,高级结构工程师（3D打印机）,高级,,,高级结构工程师（3D打印机）,感知决策与控制算法,视觉与多模态,上游-核心零部件（3D视觉传感器）,
job:O01315,job,科教行业大客户经理——机器人行业,高级,,,科教行业大客户经理——机器人行业,感知决策与控制算法,算法工程,中游-整机制造+上游-核心零部件(关节模组/灵巧手/驱动器)+中游-AI大模型,
job:O03371,job,SSC经理/专家,高级,,,SSC经理/专家,软件硬件与系统架构,系统集成,下游,
job:O02243,job,AI产品经理（工业视觉/Agent方向） (MJ001166),中级,,,AI产品经理（工业视觉/Agent方向） (MJ001166),感知决策与控制算法,视觉与多模态,,
job:O02242,job,AI产品经理（工业视觉/Agent方向）,高级,,,AI产品经理（工业视觉/Agent方向）,感知决策与控制算法,视觉与多模态,,
job:O01912,job,深圳 传感器工程师,中级,,,深圳 传感器工程师,软件硬件与系统架构,软件与系统,中游-整机+算法（软硬全栈）,
job:O07935,job,电机控制算法工程师,中级,,,电机控制算法工程师,感知决策与控制算法,算法工程,中游-整机,
job:O00342,job,上海 视频生成/世界模型算法工程师,中级,,,上海 视频生成/世界模型算法工程师,感知决策与控制算法,算法工程,上游-核心零部件（激光雷达）,
job:O00336,job,上海 视频生成/世界模型算法工程师,中级,,,上海 视频生成/世界模型算法工程师,感知决策与控制算法,算法工程,上游-核心零部件（激光雷达）,
job:O07992,job,项目经理（AI）,高级,,,项目经理（AI）,仿真测试与数据工程,测试与验证,中游（四足/双足机器人整机）+ 上游（具身智能大模型）,
job:O00044,job,泰国 工艺规划工程师（泰国）,中级,,,泰国 工艺规划工程师（泰国）,感知决策与控制算法,视觉与多模态,上游-核心零部件（激光雷达）,
job:O00247,job,杭州 工艺规划工程师（杭州）,中级,,,杭州 工艺规划工程师（杭州）,感知决策与控制算法,视觉与多模态,上游-核心零部件（激光雷达）,
job:O01983,job,深圳 结构工程师,中级,,,深圳 结构工程师,软件硬件与系统架构,软件与系统,中游-整机+算法（软硬全栈）,
job:O07965,job,遥操作工程师,中级,,,遥操作工程师,感知决策与控制算法,算法工程,中游-整机,
job:O02071,job,北京 真机强化学习应用算法工程师,中级,,,北京 真机强化学习应用算法工程师,感知决策与控制算法,算法工程,中游-整机+算法（软硬全栈）,
job:O02263,job,产品经理（机械臂/教育）,高级,,,产品经理（机械臂/教育）,仿真测试与数据工程,测试与验证,,
job:O01150,job,运动控制算法资深工程师,高级,,,运动控制算法资深工程师,感知决策与控制算法,算法工程,,
job:O01323,job,语音多模态算法工程师,中级,,,语音多模态算法工程师,感知决策与控制算法,算法工程,中游-整机制造+上游-核心零部件(关节模组/灵巧手/驱动器)+中游-AI大模型,
job:O02053,job,上海 真机强化学习应用算法工程师,中级,,,上海 真机强化学习应用算法工程师,感知决策与控制算法,算法工程,中游-整机+算法（软硬全栈）,
job:O03501,job,系统测试主管（上海）,高级,,,系统测试主管（上海）,软件硬件与系统架构,软件与系统,上游-算力芯片,
job:O07944,job,机器人应用软件经理,高级,,,机器人应用软件经理,感知决策与控制算法,SLAM与控制,中游-整机,
job:O00298,job,上海 后端开发工程师,中级,,,上海 后端开发工程师,软件硬件与系统架构,软件与系统,上游-核心零部件（激光雷达）,
job:O02131,job,上海 销售经理,高级,,,上海 销售经理,软件硬件与系统架构,软件与系统,中游-整机+算法（软硬全栈）,
job:O03256,job,北海 研发总监（精密）,高级,,,北海 研发总监（精密）,部署运维与技术支持,技术支持与解决方案,下游,
job:O01862,job,上海 RaaS产品经理,中级,,,上海 RaaS产品经理,软件硬件与系统架构,软件与系统,中游-整机+算法（软硬全栈）,
job:O02661,job,湘潭 品质主管,高级,,,湘潭 品质主管,软件硬件与系统架构,硬件开发,上游-核心零部件(六维力传感器/关节模组/灵巧手)+中游-整机组装(人形/四足机器人整机代工),
job:O00812,job,人形机器人遥操作资深算法工程师,高级,,,人形机器人遥操作资深算法工程师,感知决策与控制算法,算法工程,,
job:O03065,job,包装设计工程师,中级,,,包装设计工程师,软件硬件与系统架构,硬件开发,上游-核心零部件(六维力传感器/关节模组/灵巧手)+中游-整机组装(人形/四足机器人整机代工),
job:O00285,job,杭州 工艺规划工程师,中级,,,杭州 工艺规划工程师,感知决策与控制算法,视觉与多模态,上游-核心零部件（激光雷达）,
job:O01254,job,具身数据交付管理（外包）,中级,,,具身数据交付管理（外包）,感知决策与控制算法,算法工程,中游-整机制造+上游-核心零部件(关节模组/灵巧手/驱动器)+中游-AI大模型,
job:O00189,job,上海 人力资源经理（招聘/TD/OD）,高级,,,上海 人力资源经理（招聘/TD/OD）,非技术支撑,供应链与制造,上游-核心零部件（激光雷达）,
job:O00183,job,上海 人力资源经理（薪酬/绩效）,高级,,,上海 人力资源经理（薪酬/绩效）,非技术支撑,供应链与制造,上游-核心零部件（激光雷达）,
job:O01626,job,深圳 感知算法工程师,中级,,,深圳 感知算法工程师,感知决策与控制算法,算法工程,中游-整机+算法（软硬全栈）,
job:O03327,job,NPI经理,高级,,,NPI经理,部署运维与技术支持,技术支持与解决方案,下游,
job:O02664,job,湘潭 DCC工程师,初级,,,湘潭 DCC工程师,软件硬件与系统架构,硬件开发,上游-核心零部件(六维力传感器/关节模组/灵巧手)+中游-整机组装(人形/四足机器人整机代工),
job:O01720,job,上海 Java后端技术专家,高级,,,上海 Java后端技术专家,软件硬件与系统架构,软件与系统,中游-整机+算法（软硬全栈）,
job:O01220,job,高级硬件工程师,高级,,,高级硬件工程师,软件硬件与系统架构,硬件开发,,
job:O02488,job,光学器件产品开发工程师,中级,,,光学器件产品开发工程师,基础理论与前沿研究,基础与前沿研究,上游-核心零部件(六维力传感器/关节模组/灵巧手)+中游-整机组装(人形/四足机器人整机代工),
job:O08076,job,区域销售经理（西南）,高级,,,区域销售经理（西南）,部署运维与技术支持,部署与运维,中游-整机制造(AMR/无人叉车/具身智能机器人)+下游-半导体/电子/锂电/光伏/汽车/医药,
job:O07866,job,工艺工程师(J10074),中级,,,工艺工程师(J10074),软件硬件与系统架构,机械与结构,中游-整机制造+下游-场景应用,
job:O08013,job,高级商务专员,高级,,,高级商务专员,仿真测试与数据工程,测试与验证,中游-整机制造(四足机器人/轮足机器人/人形机器人)+下游-电力巡检/应急消防/警务安防,
job:O00645,job,数采中心解决方案,中级,,,数采中心解决方案,仿真测试与数据工程,数据工程,,
job:O01911,job,深圳 C++软件工程师,中级,,,深圳 C++软件工程师,软件硬件与系统架构,软件与系统,中游-整机+算法（软硬全栈）,
job:O00364,job,上海 高级薪酬福利专员,中级,,,上海 高级薪酬福利专员,非技术支撑,职能管理,上游-核心零部件（激光雷达）,
job:O00271,job,上海 软件测试开发工程师（激光雷达）,中级,,,上海 软件测试开发工程师（激光雷达）,软件硬件与系统架构,系统集成,上游-核心零部件（激光雷达）,
job:O00279,job,上海 软件测试开发工程师（激光雷达）,中级,,,上海 软件测试开发工程师（激光雷达）,软件硬件与系统架构,系统集成,上游-核心零部件（激光雷达）,
job:O01260,job,数据运营主管,中级,,,数据运营主管,感知决策与控制算法,算法工程,中游-整机制造+上游-核心零部件(关节模组/灵巧手/驱动器)+中游-AI大模型,
job:O00101,job,技术支持工程师（相机/视觉传感器方向）,中级,,,技术支持工程师（相机/视觉传感器方向）,感知决策与控制算法,视觉与多模态,上游-核心零部件（3D视觉传感器）,
job:O00717,job,端到端算法工程师,中级,,,端到端算法工程师,感知决策与控制算法,算法工程,,
job:O00735,job,助理项目经理,中级,,,助理项目经理,软件硬件与系统架构,软件与系统,,
job:O00020,job,工艺工程师 (MJ000751),中级,,,工艺工程师 (MJ000751),软件硬件与系统架构,机械与结构,,
job:O01645,job,深圳 机械结构工程师（机器人）,中级,,,深圳 机械结构工程师（机器人）,软件硬件与系统架构,软件与系统,中游-整机+算法（软硬全栈）,
job:O01027,job,资深项目经理,高级,,,资深项目经理,软件硬件与系统架构,软件与系统,,
job:O00779,job,机器人产品经理,高级,,,机器人产品经理,仿真测试与数据工程,测试与验证,,
job:O03492,job,AI工具链测试架构师（大模型方向）,高级,,,AI工具链测试架构师（大模型方向）,软件硬件与系统架构,软件与系统,上游-算力芯片,
job:O01682,job,上海 行业解决方案专家,高级,,,上海 行业解决方案专家,软件硬件与系统架构,软件与系统,中游-整机+算法（软硬全栈）,
job:O02310,job,AI产品经理/总监（AI+职业教育方向） (MJ000999),高级,,,AI产品经理/总监（AI+职业教育方向） (MJ000999),感知决策与控制算法,视觉与多模态,,
job:O03261,job,设备工程师,高级,,,设备工程师,部署运维与技术支持,部署与运维,下游,
job:O00372,job,上海 前端开发工程师（3D应用）,中级,,,上海 前端开发工程师（3D应用）,软件硬件与系统架构,软件与系统,上游-核心零部件（激光雷达）,
job:O08151,job,ai算法工程师,高级,,,ai算法工程师,感知决策与控制算法,算法工程,中游-整机制造+上游-核心零部件,
job:O03250,job,设备工程师,高级,,,设备工程师,部署运维与技术支持,部署与运维,下游,
job:O00391,job,多模态算法工程师（情感计算方向）,中级,,,多模态算法工程师（情感计算方向）,感知决策与控制算法,算法工程,中游-整机制造+核心算法+上游-核心零部件,
job:O03456,job,质量管理工程师,高级,,,质量管理工程师,仿真测试与数据工程,测试与验证,上游-算力芯片,
job:O02418,job,工艺/制程工程师(PE),高级,,,工艺/制程工程师(PE),软件硬件与系统架构,硬件开发,上游-核心零部件(六维力传感器/关节模组/灵巧手)+中游-整机组装(人形/四足机器人整机代工),
job:O03407,job,质量经理,高级,,,质量经理,仿真测试与数据工程,测试与验证,上游-算力芯片,
job:O03229,job,设备工程师（铜箔方向）,高级,,,设备工程师（铜箔方向）,部署运维与技术支持,部署与运维,下游,
job:O00265,job,杭州 质量体系工程师,中级,,,杭州 质量体系工程师,仿真测试与数据工程,测试与验证,上游-核心零部件（激光雷达）,
job:O01421,job,政府事务经理,高级,,,政府事务经理,部署运维与技术支持,部署与运维,,
job:O03152,job,绵阳 涂布高级工程师,中级,,,绵阳 涂布高级工程师,仿真测试与数据工程,测试与验证,下游,
job:O03406,job,质量经理（北京/上海）,高级,,,质量经理（北京/上海）,仿真测试与数据工程,测试与验证,上游-算力芯片,
job:O00233,job,上海 可靠性设计工程师（嘉定）,高级,,,上海 可靠性设计工程师（嘉定）,软件硬件与系统架构,硬件开发,上游-核心零部件（激光雷达）,
job:O08103,job,产品安全工程师(J10097),中级,,,产品安全工程师(J10097),软件硬件与系统架构,软件与系统,中游-整机制造+上游-核心零部件,
job:O01068,job,3D重建与仿真算法工程师,高级,,,3D重建与仿真算法工程师,感知决策与控制算法,算法工程,,
job:O00656,job,高级视觉算法工程师（仿真）,高级,,,高级视觉算法工程师（仿真）,感知决策与控制算法,算法工程,,
job:O02281,job,嵌入式软件工程师（机器人方向） (MJ001063),高级,,,嵌入式软件工程师（机器人方向） (MJ001063),软件硬件与系统架构,软件与系统,,
job:O02282,job,嵌入式软件工程师（机器人方向） (MJ001063),高级,,,嵌入式软件工程师（机器人方向） (MJ001063),软件硬件与系统架构,软件与系统,,
job:O00194,job,上海 商务拓展经理-日本市场,高级,,,上海 商务拓展经理-日本市场,软件硬件与系统架构,硬件开发,上游-核心零部件（激光雷达）,
job:O08073,job,区域销售经理（华东区）,高级,,,区域销售经理（华东区）,部署运维与技术支持,部署与运维,中游-整机制造(AMR/无人叉车/具身智能机器人)+下游-半导体/电子/锂电/光伏/汽车/医药,
job:O02057,job,上海 机械工程师-塑料件方向,中级,,,上海 机械工程师-塑料件方向,软件硬件与系统架构,软件与系统,中游-整机+算法（软硬全栈）,
job:O03032,job,报价PM,中级,,,报价PM,软件硬件与系统架构,硬件开发,上游-核心零部件(六维力传感器/关节模组/灵巧手)+中游-整机组装(人形/四足机器人整机代工),
job:O01628,job,深圳 产品营销经理（品牌\社媒方向）,高级,,,深圳 产品营销经理（品牌\社媒方向）,软件硬件与系统架构,软件与系统,中游-整机+算法（软硬全栈）,
job:O01629,job,上海 产品营销经理（品牌\社媒方向）,高级,,,上海 产品营销经理（品牌\社媒方向）,软件硬件与系统架构,软件与系统,中游-整机+算法（软硬全栈）,
job:O03139,job,制程整合工程师,高级,,,制程整合工程师,仿真测试与数据工程,测试与验证,下游,
job:O07961,job,嵌入式软件经理,高级,,,嵌入式软件经理,感知决策与控制算法,算法工程,中游-整机,
job:O07960,job,嵌入式软件工程师 Embeded Software engineer,中级,,,嵌入式软件工程师 Embeded Software engineer,感知决策与控制算法,算法工程,中游-整机,
job:O03361,job,项目经理,高级,,,项目经理,部署运维与技术支持,技术支持与解决方案,下游,
job:O01931,job,上海 财务BP,中级,,,上海 财务BP,软件硬件与系统架构,软件与系统,中游-整机+算法（软硬全栈）,
job:O02682,job,湘潭 NPI工艺经理,高级,,,湘潭 NPI工艺经理,软件硬件与系统架构,硬件开发,上游-核心零部件(六维力传感器/关节模组/灵巧手)+中游-整机组装(人形/四足机器人整机代工),
job:O01261,job,数据运营管理（外包）,中级,,,数据运营管理（外包）,感知决策与控制算法,算法工程,中游-整机制造+上游-核心零部件(关节模组/灵巧手/驱动器)+中游-AI大模型,
job:O00253,job,杭州 包装工程师（杭州）,中级,,,杭州 包装工程师（杭州）,软件硬件与系统架构,机械与结构,上游-核心零部件（激光雷达）,
job:O00361,job,上海 数字验证工程师,中级,,,上海 数字验证工程师,感知决策与控制算法,视觉与多模态,上游-核心零部件（激光雷达）,
job:O00616,job,C++开发资深工程师,高级,,,C++开发资深工程师,软件硬件与系统架构,软件与系统,,
job:O00230,job,上海 精密测量工程师（嘉定）,中级,,,上海 精密测量工程师（嘉定）,软件硬件与系统架构,硬件开发,上游-核心零部件（激光雷达）,
job:O02382,job,激光工程师,中级,,,激光工程师,软件硬件与系统架构,硬件开发,上游-核心零部件(六维力传感器/关节模组/灵巧手)+中游-整机组装(人形/四足机器人整机代工),
job:O02265,job,PMC,中级,,,PMC,部署运维与技术支持,技术支持与解决方案,,
job:O01654,job,上海 智元-商务总监,高级,,,上海 智元-商务总监,感知决策与控制算法,算法工程,中游-整机+算法（软硬全栈）,
job:O02339,job,PE经理,高级,,,PE经理,感知决策与控制算法,视觉与多模态,上游-核心零部件(六维力传感器/关节模组/灵巧手)+中游-整机组装(人形/四足机器人整机代工),
job:O02111,job,上海 软件测试工程师（外包）,中级,,,上海 软件测试工程师（外包）,软件硬件与系统架构,软件与系统,中游-整机+算法（软硬全栈）,
job:O00282,job,上海 运维项目经理,高级,,,上海 运维项目经理,仿真测试与数据工程,测试与验证,上游-核心零部件（激光雷达）,
job:O02484,job,自制件PM专员,高级,,,自制件PM专员,软件硬件与系统架构,硬件开发,上游-核心零部件(六维力传感器/关节模组/灵巧手)+中游-整机组装(人形/四足机器人整机代工),
job:O00326,job,上海 工艺工程师,中级,,,上海 工艺工程师,软件硬件与系统架构,机械与结构,上游-核心零部件（激光雷达）,
job:O02430,job,项目工程师,高级,,,项目工程师,软件硬件与系统架构,硬件开发,上游-核心零部件(六维力传感器/关节模组/灵巧手)+中游-整机组装(人形/四足机器人整机代工),
job:O08010,job,电商运营经理,高级,,,电商运营经理,部署运维与技术支持,技术支持与解决方案,中游-整机制造(四足机器人/轮足机器人/人形机器人)+下游-电力巡检/应急消防/警务安防,
job:O00847,job,市场经理/主管,高级,,,市场经理/主管,感知决策与控制算法,算法工程,,
job:O01963,job,上海 机械结构工程师,中级,,,上海 机械结构工程师,软件硬件与系统架构,软件与系统,中游-整机+算法（软硬全栈）,
job:O01183,job,Ai算法集成与服务化交付,中级,,,Ai算法集成与服务化交付,感知决策与控制算法,算法工程,,
job:O01956,job,苏州 机械结构设计工程师,中级,,,苏州 机械结构设计工程师,软件硬件与系统架构,软件与系统,中游-整机+算法（软硬全栈）,
job:O01184,job,高级算法工程师,高级,,,高级算法工程师,感知决策与控制算法,算法工程,,
job:O01827,job,深圳 解决方案产品经理,高级,,,深圳 解决方案产品经理,软件硬件与系统架构,软件与系统,中游-整机+算法（软硬全栈）,
job:O01672,job,上海 软件开发工程师（开放生态）,中级,,,上海 软件开发工程师（开放生态）,感知决策与控制算法,SLAM与控制,中游-整机+算法（软硬全栈）,
job:O07979,job,产品经理,高级,,,产品经理,仿真测试与数据工程,测试与验证,中游（四足/双足机器人整机）+ 上游（具身智能大模型）,
job:O00663,job,端到端算法资深工程师 （VLN）,中级,,,端到端算法资深工程师 （VLN）,感知决策与控制算法,算法工程,,
job:O00662,job,运动控制算法资深工程师 - VLA,高级,,,运动控制算法资深工程师 - VLA,感知决策与控制算法,算法工程,,
job:O01801,job,上海 电机工程师,中级,,,上海 电机工程师,软件硬件与系统架构,软件与系统,中游-整机+算法（软硬全栈）,
job:O02683,job,湘潭 汽车电子测试工程师,高级,,,湘潭 汽车电子测试工程师,软件硬件与系统架构,硬件开发,上游-核心零部件(六维力传感器/关节模组/灵巧手)+中游-整机组装(人形/四足机器人整机代工),
job:O08132,job,嵌入式Linux工程师,初级,,,嵌入式Linux工程师,感知决策与控制算法,视觉与多模态,中游-整机制造+上游-核心零部件,
job:O08167,job,工业设计师-机器狗,中级,,,工业设计师-机器狗,软件硬件与系统架构,硬件开发,中游-整机制造（特种轮足机器人）+下游-工业巡检/危化场景应用,
job:O00646,job,体系与流程管理工程师,中级,,,体系与流程管理工程师,部署运维与技术支持,技术支持与解决方案,,
job:O07945,job,机器人应用软件经理,高级,,,机器人应用软件经理,感知决策与控制算法,SLAM与控制,中游-整机,
job:O08153,job,AI算法工程师(J10033),高级,,,AI算法工程师(J10033),感知决策与控制算法,算法工程,中游-整机制造+上游-核心零部件,
job:O02106,job,深圳 智能语音agent开发工程师/专家,高级,,,深圳 智能语音agent开发工程师/专家,感知决策与控制算法,算法工程,中游-整机+算法（软硬全栈）,
job:O00705,job,端到端算法资深工程师（VLN，RL，规控，技术专家/TL）,高级,,,端到端算法资深工程师（VLN，RL，规控，技术专家/TL）,感知决策与控制算法,算法工程,,
job:O02124,job,上海 智能语音交互专家/工程师,高级,,,上海 智能语音交互专家/工程师,感知决策与控制算法,算法工程,中游-整机+算法（软硬全栈）,
job:O00229,job,上海 制程质量工程师（嘉定）,中级,,,上海 制程质量工程师（嘉定）,软件硬件与系统架构,机械与结构,上游-核心零部件（激光雷达）,
job:O01701,job,上海 嵌入式软件工程师,中级,,,上海 嵌入式软件工程师,感知决策与控制算法,SLAM与控制,中游-整机+算法（软硬全栈）,
job:O00841,job,资深硬件工程师,高级,,,资深硬件工程师,感知决策与控制算法,SLAM与控制,,
job:O00821,job,产品经理（机器人本体方向）,高级,,,产品经理（机器人本体方向）,感知决策与控制算法,SLAM与控制,,
job:O03159,job,模具工程师,中级,,,模具工程师,软件硬件与系统架构,系统集成,下游,
job:O03531,job,销售经理（北京）,高级,,,销售经理（北京）,感知决策与控制算法,视觉与多模态,上游-算力芯片,
job:O03515,job,销售经理/总监（深圳）,高级,,,销售经理/总监（深圳）,感知决策与控制算法,视觉与多模态,上游-算力芯片,
job:O03539,job,销售经理,高级,,,销售经理,感知决策与控制算法,视觉与多模态,上游-算力芯片,
job:O07904,job,巡检产品技术经理(J10200),高级,,,巡检产品技术经理(J10200),软件硬件与系统架构,软件与系统,中游-整机制造+下游-场景应用,
job:O00551,job,VLA算法专家,高级,,,VLA算法专家,感知决策与控制算法,算法工程,,
job:O00711,job,VLA算法专家,高级,,,VLA算法专家,感知决策与控制算法,算法工程,,
job:O01753,job,上海 灵巧手项目经理,高级,,,上海 灵巧手项目经理,软件硬件与系统架构,软件与系统,中游-整机+算法（软硬全栈）,
job:O00359,job,上海 数字验证工程师,中级,,,上海 数字验证工程师,感知决策与控制算法,视觉与多模态,上游-核心零部件（激光雷达）,
job:O03463,job,业务运营经理,高级,,,业务运营经理,部署运维与技术支持,技术支持与解决方案,上游-算力芯片,
job:O08074,job,区域销售经理（华南）,高级,,,区域销售经理（华南）,部署运维与技术支持,部署与运维,中游-整机制造(AMR/无人叉车/具身智能机器人)+下游-半导体/电子/锂电/光伏/汽车/医药,
job:O00245,job,上海 PMC工程师（嘉定）,中级,,,上海 PMC工程师（嘉定）,仿真测试与数据工程,数据工程,上游-核心零部件（激光雷达）,
job:O00320,job,上海 薪酬福利主管,中级,,,上海 薪酬福利主管,非技术支撑,供应链与制造,上游-核心零部件（激光雷达）,
job:O01353,job,数据算法工程师,中级,,,数据算法工程师,感知决策与控制算法,算法工程,中游-整机制造+上游-核心零部件(关节模组/灵巧手/驱动器)+中游-AI大模型,
job:O01388,job,系统功能测试,中级,,,系统功能测试,软件硬件与系统架构,软件与系统,,
job:O01713,job,上海 内部审计专家,高级,,,上海 内部审计专家,软件硬件与系统架构,软件与系统,中游-整机+算法（软硬全栈）,
job:O01258,job,具身数据运营管理（外包）,中级,,,具身数据运营管理（外包）,感知决策与控制算法,算法工程,中游-整机制造+上游-核心零部件(关节模组/灵巧手/驱动器)+中游-AI大模型,
job:O08060,job,高级AGV销售经理,高级,,,高级AGV销售经理,部署运维与技术支持,部署与运维,中游-整机制造(AMR/无人叉车/具身智能机器人)+下游-半导体/电子/锂电/光伏/汽车/医药,
job:O02437,job,项目tpm工程师,中级,,,项目tpm工程师,软件硬件与系统架构,硬件开发,上游-核心零部件(六维力传感器/关节模组/灵巧手)+中游-整机组装(人形/四足机器人整机代工),
job:O01925,job,上海 汽车功能安全工程师,中级,,,上海 汽车功能安全工程师,软件硬件与系统架构,软件与系统,中游-整机+算法（软硬全栈）,
job:O01994,job,上海 功能安全工程师,中级,,,上海 功能安全工程师,软件硬件与系统架构,软件与系统,中游-整机+算法（软硬全栈）,
job:O00087,job,NPI工程师,中级,,,NPI工程师,感知决策与控制算法,视觉与多模态,上游-核心零部件（3D视觉传感器）,
job:O03474,job,嵌入式软件工程师(视频编解码方向),高级,,,嵌入式软件工程师(视频编解码方向),感知决策与控制算法,算法工程,上游-算力芯片,
job:O01889,job,上海 Golang后端开发工程师,中级,,,上海 Golang后端开发工程师,软件硬件与系统架构,软件与系统,中游-整机+算法（软硬全栈）,
job:O01981,job,上海 数据闭环工程师(指标+数据集),中级,,,上海 数据闭环工程师(指标+数据集),软件硬件与系统架构,软件与系统,中游-整机+算法（软硬全栈）,
job:O03254,job,绵阳 交付管理工程师,中级,,,绵阳 交付管理工程师,部署运维与技术支持,部署与运维,下游,
job:O00127,job,IT运维主管,中级,,,IT运维主管,软件硬件与系统架构,硬件开发,上游-核心零部件（灵巧手/微型伺服）,
job:O02003,job,上海 【外包】Golang 开发工程师,中级,,,上海 【外包】Golang 开发工程师,软件硬件与系统架构,软件与系统,中游-整机+算法（软硬全栈）,
job:O02002,job,上海 Golang 开发工程师,中级,,,上海 Golang 开发工程师,软件硬件与系统架构,软件与系统,中游-整机+算法（软硬全栈）,
job:O02049,job,上海 大模型预训练研究员,中级,,,上海 大模型预训练研究员,基础理论与前沿研究,基础与前沿研究,中游-整机+算法（软硬全栈）,
job:O02066,job,北京 大模型预训练研究员,中级,,,北京 大模型预训练研究员,基础理论与前沿研究,基础与前沿研究,中游-整机+算法（软硬全栈）,
job:O08088,job,销售经理（AGV）,高级,,,销售经理（AGV）,部署运维与技术支持,部署与运维,中游-整机制造(AMR/无人叉车/具身智能机器人)+下游-半导体/电子/锂电/光伏/汽车/医药,
job:O08012,job,高级软件工程师,高级,,,高级软件工程师,软件硬件与系统架构,软件与系统,中游-整机制造(四足机器人/轮足机器人/人形机器人)+下游-电力巡检/应急消防/警务安防,
job:O08227,job,整机测试专家（机器人方向）,高级,,,整机测试专家（机器人方向）,感知决策与控制算法,SLAM与控制,中游-整机制造(全尺寸双足人形机器人+四足机器狗)+核心关节,
job:O00299,job,上海 工装设计工程师,中级,,,上海 工装设计工程师,软件硬件与系统架构,机械与结构,上游-核心零部件（激光雷达）,
job:O01803,job,上海 视触觉传感器研究员,中级,,,上海 视触觉传感器研究员,基础理论与前沿研究,基础与前沿研究,中游-整机+算法（软硬全栈）,
job:O01849,job,上海 智元-项目群管理,中级,,,上海 智元-项目群管理,软件硬件与系统架构,软件与系统,中游-整机+算法（软硬全栈）,
job:O01748,job,上海 线下活动获客经理,高级,,,上海 线下活动获客经理,软件硬件与系统架构,软件与系统,中游-整机+算法（软硬全栈）,
job:O02015,job,上海 数采解决方案经理,高级,,,上海 数采解决方案经理,感知决策与控制算法,算法工程,中游-整机+算法（软硬全栈）,
job:O00415,job,多模态情感计算算法工程师,中级,,,多模态情感计算算法工程师,感知决策与控制算法,算法工程,中游-整机制造+核心算法+上游-核心零部件,
job:O08195,job,动捕数据管线开发工程师,中级,,,动捕数据管线开发工程师,感知决策与控制算法,SLAM与控制,中游-整机制造(全尺寸双足人形机器人+四足机器狗)+核心关节,
job:O08069,job,结构设计工程师（机器人关节 / 机械臂）,中级,,,结构设计工程师（机器人关节 / 机械臂）,软件硬件与系统架构,硬件开发,中游-整机制造(AMR/无人叉车/具身智能机器人)+下游-半导体/电子/锂电/光伏/汽车/医药,
job:O08144,job,项目经理/主管,高级,,,项目经理/主管,部署运维与技术支持,部署与运维,中游-整机制造+上游-核心零部件,
job:O01396,job,工业设计师,中级,,,工业设计师,软件硬件与系统架构,机械与结构,,
job:O03111,job,技术总监,高级,,,技术总监,软件硬件与系统架构,软件与系统,,
job:O02324,job,项目总监,高级,,,项目总监,软件硬件与系统架构,硬件开发,上游-核心零部件(六维力传感器/关节模组/灵巧手)+中游-整机组装(人形/四足机器人整机代工),
job:O00042,job,上海 数字验证工程师,中级,,,上海 数字验证工程师,感知决策与控制算法,视觉与多模态,上游-核心零部件（激光雷达）,
job:O02562,job,项目总监,高级,,,项目总监,软件硬件与系统架构,硬件开发,上游-核心零部件(六维力传感器/关节模组/灵巧手)+中游-整机组装(人形/四足机器人整机代工),
job:O01819,job,深圳 软件测试工程师,中级,,,深圳 软件测试工程师,软件硬件与系统架构,软件与系统,中游-整机+算法（软硬全栈）,
job:O07991,job,售前解决方案工程师（机器人）,中级,,,售前解决方案工程师（机器人）,部署运维与技术支持,部署与运维,中游（四足/双足机器人整机）+ 上游（具身智能大模型）,
job:O01817,job,深圳 具身模型算法工程师,中级,,,深圳 具身模型算法工程师,感知决策与控制算法,算法工程,中游-整机+算法（软硬全栈）,
job:O01932,job,上海 【共创】SRE工程师,中级,,,上海 【共创】SRE工程师,软件硬件与系统架构,软件与系统,中游-整机+算法（软硬全栈）,
job:O01850,job,上海 品牌专员,中级,,,上海 品牌专员,感知决策与控制算法,视觉与多模态,中游-整机+算法（软硬全栈）,
